Student_ID,Attendance_%,CGPA,Backlogs,ExtraCurricular_Score,Stress_Level_1_10,Study_Hours_per_Day,Family_Support_1_10,Personality_Score_1_10,Mentorship_Visits,Peer_Support_Index_1_10,Dropout
S0659,48.8,7.59,0,5.2,6.5,1.5,6.0,8.9,1,5.4,0
S0660,75.6,7.18,2,6.3,2.4,2.6,8.1,8.5,2,5.4,0
S0661,59.7,6.84,1,0.5,7.1,2.3,6.5,6.5,2,2.3,1
S0662,84.0,8.24,0,5.5,6.3,2.5,3.6,8.3,3,5.0,0
S0663,66.8,5.18,0,0.6,7.2,3.2,7.1,5.5,6,5.3,1
S0664,67.7,6.78,3,7.2,5.9,2.6,7.1,6.3,1,10.0,1
S0665,74.9,3.6,1,2.8,9.5,3.1,6.6,6.7,2,4.9,1
S0666,81.9,6.36,1,3.5,7.3,1.5,2.7,6.9,1,6.5,0
S0667,73.0,8.02,0,6.9,5.6,1.6,1.8,4.3,2,7.9,1
S0668,94.7,8.66,1,3.2,6.3,1.6,9.9,7.4,0,3.9,0
S0669,94.8,7.73,1,6.0,6.5,4.0,5.8,7.3,2,4.9,0
S0670,95.6,7.77,1,3.4,4.8,1.5,6.8,1.0,1,9.4,0
S0671,72.2,4.94,2,6.1,6.1,2.7,7.7,3.8,2,7.0,1
S0672,57.2,6.19,0,4.3,5.7,1.5,3.4,7.5,2,6.2,0
S0673,89.6,8.77,2,5.2,7.9,2.9,5.2,4.2,3,4.2,0
S0674,70.0,6.37,2,2.7,3.8,3.4,6.5,3.9,2,6.6,1
S0675,75.5,6.84,2,3.4,3.0,0.8,5.6,3.3,2,4.8,1
S0676,82.5,6.03,0,5.9,4.9,2.6,6.1,10.0,1,6.2,1
S0677,55.7,5.88,1,6.1,4.1,2.2,6.3,7.4,2,3.3,0
S0678,94.5,6.44,2,5.6,3.9,2.2,5.5,1.6,1,4.6,1
S0679,85.5,6.21,1,3.3,8.6,4.0,5.1,3.0,1,8.4,0
S0680,79.2,8.15,4,7.5,5.6,1.8,6.8,9.3,4,6.2,1
S0681,85.7,7.26,1,5.7,4.4,4.2,5.2,6.8,4,7.5,0
S0682,81.7,8.22,0,7.2,7.4,1.8,6.5,7.1,2,5.6,0
S0683,76.4,5.34,5,5.5,7.9,1.9,4.9,5.1,2,5.8,1
S0684,71.3,8.47,3,3.6,1.3,0.8,1.6,8.0,1,7.3,0
S0685,66.1,7.03,2,6.6,4.0,2.2,4.7,5.6,5,4.9,1
S0686,78.4,9.21,3,6.2,6.6,1.7,5.6,5.9,3,5.5,0
S0687,79.3,6.94,2,3.3,4.3,2.9,3.9,4.3,1,4.7,0
S0688,88.0,5.21,0,4.3,1.7,2.9,8.3,6.1,1,7.7,0
S0689,77.4,8.54,0,8.7,8.0,2.6,8.5,7.4,2,5.0,0
S0690,64.8,6.84,0,1.4,6.0,1.9,8.7,5.2,2,6.9,1
S0691,56.1,4.42,1,8.5,2.6,3.3,6.8,4.8,1,6.8,0
S0692,73.5,7.17,0,5.9,5.5,3.8,9.4,3.0,3,5.0,1
S0693,74.7,7.28,3,1.2,7.6,2.8,3.9,6.8,1,7.4,0
S0694,73.8,8.29,1,4.5,2.8,2.0,5.8,7.2,3,8.2,0
S0695,56.6,3.5,5,2.9,3.8,2.9,2.5,6.1,2,5.7,1
S0696,87.9,8.38,0,3.7,4.1,2.9,4.2,3.5,1,7.0,0
S0697,87.9,6.43,2,3.0,4.3,3.8,7.5,5.9,4,3.6,0
S0698,65.1,9.31,1,8.8,2.1,3.0,4.9,2.8,2,7.5,0
S0699,84.7,4.94,1,2.8,7.6,2.8,9.7,4.8,1,8.6,1
S0700,86.4,7.65,2,6.3,3.7,1.6,7.7,3.2,3,3.9,0
S0701,75.5,7.49,0,6.7,2.0,3.9,5.5,6.2,1,4.9,0
S0702,63.6,6.49,2,5.6,4.9,1.8,4.6,5.9,3,8.5,1
S0703,94.4,6.07,0,2.7,3.1,2.5,6.8,8.6,0,4.6,0
S0704,79.6,6.55,2,4.9,4.7,3.7,8.4,9.8,4,4.2,0
S0705,72.0,6.58,2,6.5,5.9,2.4,6.0,8.3,2,6.2,0
S0706,84.3,5.5,0,3.8,4.3,2.2,4.4,4.6,2,5.3,1
S0707,94.5,8.19,2,8.5,8.1,1.8,1.9,6.1,1,3.6,0
S0708,69.0,5.69,0,3.9,3.9,2.5,1.6,6.7,2,6.9,1
S0709,83.3,8.23,0,7.2,5.2,2.3,7.3,1.6,3,6.3,0
S0710,98.3,4.85,1,7.4,8.2,2.3,9.9,6.5,0,3.1,0
S0711,61.6,6.79,0,2.1,6.4,2.8,4.6,8.8,2,6.1,1
S0712,68.4,6.81,0,6.6,5.1,3.4,7.0,9.3,2,8.4,0
S0713,67.8,6.98,3,4.9,5.3,3.3,5.6,10.0,1,4.9,1
S0714,73.1,8.15,1,4.5,4.4,3.2,5.6,1.9,2,6.0,0
S0715,72.5,6.76,1,8.3,5.2,3.5,5.3,9.0,2,5.9,0
S0716,78.6,6.45,1,5.5,4.7,4.0,9.2,2.8,4,6.4,0
S0717,65.2,6.76,0,3.6,5.8,3.9,7.4,7.2,1,3.6,0
S0718,67.5,8.18,1,3.7,4.0,2.7,4.5,6.6,4,8.2,0
S0719,78.6,5.55,1,1.2,7.9,2.4,4.7,2.8,0,6.3,1
S0720,76.9,5.78,0,4.2,6.4,4.8,4.3,4.4,1,9.8,0
S0721,85.5,4.65,0,7.2,7.9,1.8,6.8,5.5,0,5.6,0
S0722,79.9,9.43,1,6.8,6.2,3.3,7.0,7.2,3,9.0,0
S0723,84.3,5.61,1,4.4,3.7,2.1,6.3,6.4,0,10.0,0
S0724,61.3,4.74,2,5.4,6.4,2.4,8.4,7.5,3,4.3,0
S0725,70.4,6.03,2,5.6,3.1,2.8,3.8,7.0,0,6.0,1
S0726,97.2,6.27,4,6.6,6.4,1.3,1.7,6.9,0,6.1,1
S0727,79.7,8.76,2,4.6,6.8,1.1,6.8,4.9,1,4.5,0
S0728,84.0,6.44,0,2.1,9.5,2.6,3.5,2.5,0,6.5,0
S0729,78.3,7.35,4,5.9,6.2,3.2,6.3,7.2,1,3.5,0
S0730,80.1,4.85,3,4.6,4.6,3.9,9.9,5.1,2,4.6,0
S0731,72.2,7.25,1,6.7,4.5,2.1,9.5,6.1,1,3.6,0
S0732,100.0,5.02,2,5.0,7.7,2.8,9.4,8.2,3,6.7,0
S0733,70.2,6.62,1,6.3,3.1,2.4,10.0,8.8,1,8.3,0
S0734,74.5,6.09,0,4.4,6.7,3.2,4.4,7.6,2,6.6,1
S0735,45.9,7.07,0,5.5,7.5,2.7,5.5,7.5,4,7.5,1
S0736,88.3,7.76,2,5.3,7.2,2.4,3.7,4.7,4,5.6,0
S0737,68.4,5.4,1,3.5,7.5,2.3,5.7,7.2,0,6.8,1
S0738,74.3,5.64,2,2.7,7.1,2.6,6.4,5.2,3,6.1,0
S0739,68.7,7.23,4,5.8,5.3,4.5,7.6,6.4,2,4.4,1
S0740,73.3,7.82,0,5.4,6.5,0.8,7.5,2.5,3,1.0,0
S0741,71.6,8.7,2,5.4,4.8,2.6,3.5,5.1,3,8.3,0
S0742,74.5,6.43,1,6.0,4.9,3.9,6.6,6.7,1,7.4,0
S0743,74.4,5.21,1,1.8,5.3,3.5,5.8,5.0,3,5.6,0
S0744,73.1,7.22,2,7.6,3.9,2.8,9.9,4.6,0,4.7,0
S0745,73.0,6.05,2,10.0,8.1,3.1,9.1,5.1,0,6.2,1
S0746,90.7,5.89,0,1.0,5.4,2.8,2.4,5.0,3,9.2,0
S0747,85.6,8.69,1,6.0,6.8,4.8,5.4,6.0,0,7.7,0
S0748,85.6,7.74,3,8.5,6.0,3.4,3.2,6.0,3,5.2,0
S0749,66.2,6.13,0,4.0,4.5,3.2,5.8,4.1,1,2.8,0
S0750,90.1,6.98,1,2.9,7.0,0.5,8.3,8.6,4,7.7,0
S0751,88.6,6.9,0,4.8,6.7,1.5,7.3,10.0,2,6.7,0
S0752,68.4,7.2,2,4.4,6.1,1.8,4.4,6.1,1,7.2,1
S0753,93.3,6.51,2,5.4,8.9,4.2,1.0,2.6,3,9.3,0
S0754,66.8,4.72,1,7.5,5.8,5.1,7.2,7.3,3,3.0,1
S0755,52.9,5.83,0,6.1,5.8,2.5,6.4,6.5,1,5.5,1
S0756,88.2,6.36,0,3.2,4.5,2.8,5.2,5.1,1,6.4,0
S0757,73.6,7.03,1,5.9,6.3,3.0,8.3,2.7,1,4.5,1
S0758,86.7,5.7,0,3.1,8.8,3.0,3.1,7.0,2,7.7,1
S0759,65.9,7.22,2,5.8,6.0,1.3,4.2,8.2,1,3.5,1
S0760,59.9,6.54,3,8.2,5.3,3.3,4.6,6.9,4,5.1,0
S0761,89.8,6.09,2,6.3,10.0,2.7,7.2,10.0,1,8.4,0
S0762,58.1,5.48,0,6.9,2.2,3.5,7.7,5.4,3,3.4,0
S0763,56.3,7.54,3,4.7,1.9,2.2,5.9,7.6,2,6.6,0
S0764,51.9,7.51,3,4.7,3.8,1.7,3.6,7.7,1,6.7,1
S0765,41.5,7.96,1,3.0,5.1,2.5,10.0,8.1,3,6.0,0
S0766,62.5,7.66,1,5.7,6.2,1.1,6.2,6.6,4,7.6,0
S0767,49.0,7.75,0,3.8,5.3,2.5,6.7,5.0,0,6.0,1
S0768,74.6,7.46,1,7.2,3.2,2.5,8.2,3.5,1,6.4,0
S0769,48.2,4.89,1,4.1,5.8,2.6,6.6,8.4,0,5.4,1
S0770,61.9,6.67,1,3.5,9.1,3.1,4.0,7.4,1,4.8,1
S0771,100.0,5.28,2,3.9,7.9,3.1,4.6,3.5,4,6.6,0
S0772,79.1,8.64,1,2.4,7.8,1.7,5.6,3.9,2,3.6,1
S0773,75.6,6.98,1,7.7,3.6,1.8,4.9,5.1,1,8.0,1
S0774,55.6,8.52,2,6.9,4.4,3.6,7.0,5.0,0,6.1,0
S0775,72.1,5.76,0,5.5,5.6,1.6,8.6,1.0,3,3.8,0
S0776,75.6,6.89,1,7.2,7.7,0.8,8.4,10.0,2,7.3,0
S0777,55.7,7.32,2,2.4,6.7,2.4,8.6,10.0,1,8.6,0
S0778,76.5,6.6,2,5.5,5.0,2.0,6.8,6.2,2,5.0,1
S0779,89.3,7.23,1,2.9,5.6,1.7,4.4,2.9,0,6.3,0
S0780,70.8,8.78,1,2.8,7.1,1.7,7.4,8.0,3,5.9,1
S0781,72.6,5.76,0,3.4,9.7,2.4,1.3,5.6,3,3.8,1
S0782,50.5,3.83,0,5.1,7.1,1.5,8.5,5.4,0,5.6,1
S0783,58.2,8.92,3,5.1,3.4,1.4,8.7,4.3,1,3.7,1
S0784,87.7,6.05,0,4.1,8.0,2.2,5.8,4.2,3,5.3,1
S0785,67.1,8.35,1,1.7,6.7,2.3,6.4,5.3,3,6.5,1
S0786,63.8,7.78,0,4.9,7.5,2.4,5.4,6.6,0,4.1,0
S0787,66.7,6.74,1,7.8,6.1,1.5,5.2,6.1,1,8.6,1
S0788,74.3,7.46,0,5.6,7.4,1.9,9.7,4.7,5,6.7,0
S0789,61.1,5.63,1,2.7,2.7,1.1,5.4,6.7,2,4.7,1
S0790,76.5,7.1,1,6.8,6.5,2.6,8.4,5.6,1,7.1,1
S0791,58.7,7.71,0,2.2,8.3,3.7,7.1,6.1,1,10.0,0
S0792,84.3,6.07,1,6.3,4.7,2.4,1.0,6.8,1,4.9,0
S0793,62.3,6.54,1,0.3,8.9,2.0,7.6,2.6,1,9.5,1
S0794,90.8,7.38,2,7.7,5.6,4.2,6.1,5.6,2,3.9,0
S0795,74.9,8.59,1,10.0,5.4,1.6,6.7,6.7,3,6.8,0
S0796,64.9,7.0,1,3.9,6.2,3.1,6.9,6.4,3,8.5,1
S0797,85.9,6.48,1,4.3,5.0,1.7,6.8,5.1,0,4.6,0
S0798,58.5,6.82,0,1.3,2.7,5.0,4.9,8.7,1,7.8,0
S0799,68.4,8.39,1,5.8,3.3,2.8,1.0,6.9,3,2.2,0
S0800,75.0,6.23,1,3.4,4.2,2.7,6.1,4.0,1,7.7,1
S0801,73.5,6.64,1,8.7,5.4,2.3,7.5,7.5,2,4.6,0
S0802,50.9,6.24,3,6.2,6.0,2.4,4.9,8.8,1,6.7,1
S0803,64.0,6.75,4,5.5,2.3,2.2,7.8,6.0,0,7.5,0
S0804,77.0,7.26,0,2.2,3.7,2.2,7.8,4.3,3,7.1,0
S0805,59.2,8.24,2,6.1,10.0,2.3,6.0,5.1,1,9.6,1
S0806,90.2,4.45,2,6.5,2.8,2.1,8.0,8.8,2,5.1,0
S0807,80.9,7.67,2,6.3,3.6,1.0,2.6,4.2,3,10.0,0
S0808,68.8,5.93,2,6.2,6.2,4.1,2.2,3.8,4,7.7,0
S0809,72.4,7.71,0,2.0,7.1,2.4,10.0,7.1,3,8.9,0
S0810,97.3,8.49,1,1.7,9.9,3.5,6.4,5.2,3,4.8,0
S0811,86.2,8.19,1,5.2,4.9,2.7,5.5,8.8,4,4.4,0
S0812,79.6,7.19,2,4.9,4.8,2.4,9.2,7.0,4,3.3,0
S0813,58.0,8.0,1,5.6,9.7,2.5,3.0,5.6,1,8.0,1
S0814,94.6,5.87,0,5.1,6.3,1.4,7.4,3.6,4,7.0,1
S0815,87.6,6.92,1,6.2,6.5,1.5,4.1,5.6,3,6.6,1
S0816,73.2,8.82,2,4.3,3.5,1.3,5.1,7.9,2,6.8,0
S0817,68.4,6.05,0,9.1,7.3,2.6,5.5,4.2,3,6.4,1
S0818,72.7,7.24,2,1.2,4.5,2.9,3.5,5.3,0,5.4,0
S0819,60.6,6.56,1,7.2,7.9,3.3,3.3,3.6,4,7.0,1
S0820,69.4,6.77,2,5.7,4.6,1.7,4.7,9.7,3,4.2,1
S0821,84.2,7.49,1,6.0,7.1,2.1,4.6,2.4,3,4.5,1
S0822,53.3,6.68,1,6.2,3.8,2.1,7.2,2.0,2,3.6,1
S0823,71.2,7.0,0,6.0,9.8,3.1,5.7,9.3,4,4.0,1
S0824,76.4,6.39,0,7.5,6.5,1.5,7.3,7.0,5,4.1,0
S0825,76.2,4.81,0,3.0,6.1,1.5,2.9,5.8,2,8.7,1
S0826,60.9,7.23,3,6.2,5.4,2.5,7.6,6.0,0,4.8,1
S0827,60.8,7.53,2,3.6,3.7,1.6,7.3,6.2,0,9.3,0
S0828,88.1,8.66,0,4.9,8.6,3.8,9.1,5.6,4,4.0,0
S0829,60.3,6.84,0,4.9,7.3,1.3,10.0,4.7,3,4.3,0
S0830,87.1,5.33,1,2.4,7.3,1.1,8.9,7.5,3,2.7,0
S0831,69.2,6.1,0,7.9,4.9,3.7,10.0,7.0,0,8.2,0
S0832,88.0,7.65,3,4.1,4.6,4.1,5.6,2.0,4,7.2,0
S0833,69.9,6.9,2,9.2,3.7,2.2,9.3,5.6,1,2.5,1
S0834,61.0,7.34,1,2.8,8.3,3.0,8.4,6.6,2,6.6,0
S0835,85.3,6.58,0,6.1,5.3,1.5,4.1,5.3,1,4.3,0
S0836,74.8,9.24,2,4.2,1.0,1.4,4.8,6.9,3,6.5,0
S0837,92.4,9.07,0,7.2,5.1,2.7,5.3,10.0,1,5.6,0
S0838,85.7,5.88,0,5.4,8.5,1.4,5.2,6.9,1,6.9,1
S0839,72.2,8.09,0,6.6,7.4,2.8,5.6,8.5,3,8.8,0
S0840,69.6,7.36,0,2.5,3.2,2.1,6.0,4.8,3,6.9,1
S0841,75.3,7.02,0,6.9,5.6,2.0,8.6,2.3,2,5.5,0
S0842,77.3,5.97,2,5.7,7.7,3.5,4.7,6.1,1,9.4,1
S0843,64.4,8.95,2,5.2,7.2,2.1,6.8,5.5,5,6.2,0
S0844,85.1,8.4,3,3.4,6.5,2.2,3.1,6.5,4,4.9,1
S0845,70.2,5.25,0,5.9,6.1,1.5,6.4,4.2,2,3.6,1
S0846,69.9,8.66,2,6.4,3.3,5.2,8.8,7.0,4,5.7,0
S0847,68.5,6.95,1,8.4,4.3,1.4,5.0,10.0,3,2.1,0
S0848,77.8,6.28,0,7.2,6.2,2.5,6.5,4.1,2,3.5,1
S0849,66.7,5.83,0,6.1,2.9,3.4,5.3,9.0,3,6.7,1
S0850,76.6,8.13,1,5.5,5.1,1.7,4.0,3.8,2,6.4,0
S0851,100.0,7.48,0,6.5,5.0,1.5,3.7,10.0,1,5.7,0
S0852,74.4,5.95,1,3.9,5.5,2.1,5.6,5.0,3,6.2,1
S0853,69.8,6.03,1,3.1,7.0,3.0,5.2,8.0,2,6.2,1
S0854,55.0,6.53,1,6.3,6.6,3.6,4.6,6.7,4,7.1,0
S0855,75.6,6.38,2,4.0,6.4,1.9,7.3,4.9,2,7.1,0
S0856,61.7,7.63,1,6.0,6.5,2.7,6.7,5.3,3,1.8,0
S0857,70.5,7.45,0,5.2,5.3,1.2,7.2,5.4,1,5.7,0
S0858,76.8,6.24,1,2.9,5.0,2.0,4.9,4.5,0,5.6,0
S0859,54.2,5.01,0,3.7,5.2,2.0,6.6,7.4,0,4.1,0
S0860,76.9,5.4,1,1.4,2.3,2.6,7.1,8.1,3,8.7,1
S0861,78.7,8.04,0,6.8,4.3,3.3,10.0,6.5,3,8.4,0
S0862,59.4,5.81,0,3.9,7.9,4.0,8.5,9.9,0,2.4,1
S0863,70.3,7.13,0,8.6,4.9,1.3,7.7,8.2,1,10.0,1
S0864,53.0,4.88,1,3.4,3.9,0.9,5.0,6.8,2,4.0,1
S0865,93.9,7.48,0,7.7,4.3,1.1,5.4,6.6,3,8.0,0
S0866,79.0,9.3,0,9.4,4.3,2.3,8.3,9.5,4,6.6,0
S0867,72.8,5.41,4,7.3,5.8,0.5,3.6,4.3,2,9.0,1
S0868,73.0,7.66,1,6.1,4.2,1.3,8.9,5.2,0,4.2,0
S0869,88.6,7.33,4,7.0,7.6,2.2,9.0,4.5,3,4.1,0
S0870,73.9,8.1,2,4.3,8.2,4.1,4.3,7.6,1,5.8,1
S0871,79.0,6.84,0,9.9,4.8,1.7,6.5,4.3,1,7.8,0
S0872,93.2,7.33,0,10.0,6.4,5.1,5.2,1.0,3,5.8,0
S0873,70.8,7.22,1,2.7,6.8,1.3,10.0,3.9,2,2.7,1
S0874,61.9,7.69,2,4.7,1.8,3.5,8.9,3.0,1,5.1,0
S0875,65.1,5.99,3,2.9,5.6,1.7,5.0,4.5,4,9.0,1
S0876,92.1,7.23,1,8.2,3.1,3.3,4.5,9.5,3,6.0,0
S0877,76.1,7.97,1,3.3,4.3,1.9,7.3,2.8,1,7.9,0
S0878,69.0,8.4,1,3.8,10.0,3.5,5.0,6.2,1,5.7,1
S0879,86.7,7.59,1,5.3,6.7,2.4,5.0,7.4,2,5.4,1
S0880,87.0,5.64,2,5.4,6.6,2.3,6.4,7.6,3,7.4,1
S0881,69.3,5.14,1,4.0,3.7,3.3,1.0,7.5,3,5.2,1
S0882,63.3,7.49,1,7.9,3.7,3.0,4.6,4.9,1,4.9,0
S0883,56.2,5.79,2,3.0,5.1,2.4,9.4,8.5,3,8.1,1
S0884,53.5,8.01,3,1.1,5.2,3.3,3.2,6.4,3,6.8,0
S0885,71.8,6.65,2,6.6,8.2,2.0,6.0,5.2,0,6.5,1
S0886,64.3,8.21,3,7.4,5.8,4.2,6.0,5.8,1,7.3,0
S0887,97.3,9.55,0,6.3,5.0,3.2,6.0,6.5,5,9.1,0
S0888,75.7,6.93,1,8.2,4.7,4.5,8.2,7.4,4,5.2,0
S0889,51.7,6.86,1,2.8,5.5,1.8,8.2,6.1,3,7.7,0
S0890,92.0,8.22,1,2.9,7.0,2.6,6.4,6.2,4,5.0,0
S0891,76.9,8.28,2,5.5,4.5,2.4,5.2,3.1,1,9.8,1
S0892,83.5,9.04,0,4.8,4.3,2.1,6.9,5.5,1,6.4,0
S0893,83.2,7.24,0,4.3,4.9,1.2,4.4,6.6,0,7.6,0
S0894,78.6,6.24,3,3.8,8.8,3.1,7.0,4.8,4,6.7,1
S0895,81.3,7.01,1,3.5,8.9,3.1,6.2,9.7,3,5.6,0
S0896,77.9,6.25,0,7.9,6.7,2.1,6.2,6.6,1,9.7,0
S0897,61.7,7.29,2,6.7,6.4,4.4,8.5,8.0,1,4.2,1
S0898,79.4,5.96,0,4.3,4.7,2.1,4.6,8.0,2,5.4,0
S0899,87.3,8.08,0,3.1,2.4,3.0,7.6,5.7,5,10.0,0
S0900,72.5,7.84,1,2.8,5.8,3.1,5.0,6.1,3,4.7,0
S0901,81.6,7.17,3,5.0,7.0,1.8,5.3,9.1,2,2.9,0
S0902,80.0,7.03,1,4.1,6.1,2.7,6.2,8.8,0,7.7,0
S0903,96.8,6.76,0,4.4,6.4,3.9,7.7,5.1,3,6.4,1
S0904,72.0,8.57,2,2.9,6.8,2.5,5.5,6.5,5,7.8,0
S0905,71.5,8.42,0,6.5,6.0,2.6,10.0,2.4,2,5.6,0
S0906,73.6,7.17,1,5.5,5.7,3.6,5.1,2.7,2,4.7,0
S0907,73.8,5.97,1,4.7,6.4,2.5,7.0,6.7,1,3.1,1
S0908,47.7,5.59,2,5.4,3.2,1.2,9.5,1.6,4,5.4,1
S0909,67.3,7.35,0,6.1,7.5,1.3,8.1,5.5,2,7.1,0
S0910,78.6,6.23,2,3.4,4.0,4.3,5.4,5.2,3,5.5,1
S0911,74.9,7.57,1,5.7,6.9,2.7,5.8,4.7,4,6.2,0
S0912,65.4,6.54,4,3.5,8.0,3.4,8.4,3.7,0,4.8,1
S0913,67.0,7.93,0,5.1,5.4,3.3,3.3,6.7,1,3.1,0
S0914,70.7,7.25,1,4.2,4.0,3.0,5.0,5.7,3,9.5,0
S0915,65.4,8.2,1,4.2,7.6,3.0,6.4,3.1,4,4.8,1
S0916,68.8,4.32,0,5.6,6.7,0.8,6.1,10.0,1,8.3,1
S0917,68.5,6.73,0,4.7,6.4,2.9,6.0,5.7,3,2.9,0
S0918,85.7,9.66,3,4.7,7.2,2.7,2.5,1.4,3,3.1,0
S0919,87.2,4.0,0,5.8,1.8,3.4,9.4,5.9,1,5.3,1
S0920,86.2,8.01,3,3.8,7.3,2.6,3.9,4.2,1,5.3,0
S0921,80.1,7.5,3,5.7,3.9,1.7,6.5,5.8,2,6.5,0
S0922,66.5,8.54,0,0.8,8.1,2.8,3.4,8.7,1,3.6,1
S0923,86.5,6.79,1,5.2,4.6,3.7,5.0,5.0,2,6.1,0
S0924,71.2,8.43,0,3.4,5.5,1.0,5.6,4.5,1,7.6,0
S0925,75.3,8.46,1,7.5,4.6,4.4,8.1,3.7,2,9.3,0
S0926,91.1,7.24,0,2.2,3.8,4.2,6.3,5.3,1,6.1,0
S0927,76.0,5.6,3,4.7,10.0,2.5,8.3,5.3,4,6.1,1
S0928,78.0,8.1,0,5.1,3.0,2.9,6.4,4.0,2,4.7,0
S0929,58.0,5.83,3,6.4,5.8,3.2,4.9,7.5,1,4.6,0
S0930,80.8,6.84,0,2.8,2.7,2.6,7.0,5.6,2,8.0,0
S0931,63.2,8.14,1,2.6,3.9,2.9,7.4,5.9,3,5.3,1
S0932,87.1,8.31,1,5.3,9.6,1.4,7.7,8.6,3,5.5,0
S0933,72.8,6.58,2,6.3,1.5,2.1,9.5,7.9,6,7.2,0
S0934,48.2,7.75,2,6.0,6.5,3.0,6.5,3.2,0,9.5,0
S0935,70.7,5.15,0,6.2,7.1,3.8,5.9,4.8,0,9.1,1
S0936,72.3,6.43,0,6.2,4.0,2.3,3.1,5.8,4,7.1,0
S0937,80.8,8.76,1,9.1,3.8,1.6,5.3,6.7,1,5.3,0
S0938,83.0,8.61,2,4.7,7.6,1.5,5.2,5.2,3,8.4,0
S0939,71.1,7.8,0,4.6,4.0,3.5,3.5,5.2,1,3.7,0
S0940,87.2,6.83,3,1.4,2.6,2.5,4.7,5.2,0,4.6,1
S0941,37.0,8.02,1,6.1,8.3,0.8,2.3,4.0,2,5.1,0
S0942,66.4,6.97,1,3.7,5.2,1.1,7.2,5.7,2,7.5,1
S0943,61.7,7.2,6,4.8,5.7,2.3,4.4,5.9,1,8.4,1
S0944,59.9,7.11,0,5.3,3.0,2.8,3.3,7.1,5,1.9,0
S0945,86.5,6.07,2,3.3,6.7,1.9,5.4,5.5,2,5.0,0
S0946,85.0,7.87,4,6.8,5.9,3.4,5.6,4.5,3,7.0,1
S0947,65.7,5.72,2,2.5,5.3,2.4,7.9,4.8,0,4.9,1
S0948,89.1,7.93,0,3.4,5.2,2.1,7.0,3.9,4,2.5,1
S0949,76.2,5.85,1,3.6,7.4,4.0,10.0,3.2,1,2.9,0
S0950,69.9,6.13,2,3.2,6.0,1.3,6.2,8.1,2,6.4,1
S0951,66.7,3.59,2,2.7,5.9,2.1,4.7,8.1,2,4.6,1
S0952,65.7,6.81,1,4.0,3.5,2.0,5.4,5.1,1,5.8,1
S0953,80.7,7.23,1,4.1,4.8,2.4,4.6,6.6,1,5.6,1
S0954,82.8,7.99,3,9.0,3.1,2.7,3.4,6.9,1,4.5,0
S0955,77.9,8.57,1,6.9,3.8,2.7,3.6,7.9,3,4.5,0
S0956,50.4,5.21,1,5.2,4.5,3.3,5.6,8.5,2,3.8,1
S0957,78.6,8.18,3,3.8,8.0,3.5,3.0,3.3,4,3.8,1
S0958,81.8,6.44,0,3.5,3.6,1.4,5.9,10.0,1,7.7,0
S0959,67.0,6.91,2,2.2,4.9,2.0,4.2,9.2,2,5.4,1
S0960,75.5,6.87,1,4.0,3.0,4.8,7.9,6.6,4,5.1,0
S0961,52.6,6.46,1,4.0,6.4,3.4,6.4,5.4,2,5.3,1
S0962,60.2,5.93,1,6.0,5.7,2.5,5.6,5.0,3,4.6,1
S0963,71.1,7.34,1,3.8,6.4,2.3,4.4,5.6,0,6.6,0
S0964,71.3,7.97,2,5.2,2.6,2.3,7.4,6.2,0,7.2,0
S0965,79.2,5.49,1,7.2,7.4,1.8,4.7,6.6,0,1.0,1
S0966,60.8,6.98,4,9.5,10.0,3.8,7.6,8.1,5,5.0,1
S0967,70.9,6.25,1,1.2,4.3,2.8,8.9,5.7,5,5.4,1
S0968,69.1,8.32,2,4.8,5.9,0.8,7.4,7.4,5,6.2,0
S0969,81.3,7.59,3,2.5,8.9,3.9,7.6,5.8,4,6.4,0
S0970,92.1,8.81,1,10.0,5.1,1.6,7.1,9.4,2,8.5,0
S0971,95.7,5.14,0,2.3,1.8,2.1,8.9,5.0,2,9.8,0
S0972,56.2,8.24,1,7.4,6.2,2.3,1.2,4.5,3,8.8,1
S0973,74.4,7.2,1,6.5,6.3,2.2,4.6,5.3,5,5.1,0
S0974,61.6,6.13,0,3.2,6.5,1.2,3.6,3.2,2,5.7,1
S0975,74.2,7.59,0,3.3,5.9,4.6,3.5,3.5,2,7.2,1
S0976,80.1,8.88,2,5.9,7.3,2.7,6.8,8.9,4,4.4,0
S0977,76.0,8.93,0,6.8,8.2,2.3,3.5,6.3,1,9.8,0
S0978,74.4,7.99,0,7.5,5.0,3.0,7.6,8.0,2,4.8,0
S0979,92.8,5.81,4,5.5,3.3,1.4,3.4,5.5,4,5.1,0
S0980,83.7,7.37,0,6.1,7.2,3.4,5.7,6.2,2,10.0,0
S0981,71.7,7.41,0,6.6,7.5,2.6,4.1,5.4,3,8.0,1
S0982,75.3,8.49,1,2.9,2.0,4.0,6.0,7.7,3,5.3,0
S0983,85.5,6.8,1,7.4,2.3,1.0,7.0,8.4,1,5.2,0
S0984,82.3,7.02,0,5.2,4.7,1.0,4.2,6.5,0,9.1,0
S0985,69.9,6.22,1,5.6,5.1,2.6,8.3,7.8,5,8.3,0
S0986,53.7,7.8,1,3.6,8.2,2.3,6.2,7.7,2,5.9,0
S0987,60.8,6.74,1,2.5,4.2,2.2,8.5,6.0,0,7.0,1
S0988,76.8,7.22,1,3.0,7.3,2.0,4.7,5.8,0,10.0,1
